xGoal,yGoal,zGoal,rollGoal,pitchGoal,yawGoal,xFinal,yFinal,zFinal,rollFinal,pitchFinal,yawFinal
-3.0,5.0,0.0,0.0,0.0,180.0,-3.1216801713069224,4.921215192469778,0.0,2.3081356719197461,0.0,180.0
